msno,city,bd,gender,registered_via,registration_init_time,expiration_date,membership_days,age_group,registration_year,reg_month,reg_weekday
9tZkXwr/Vi+kWWjtHIqOvGkfjac4MtypHSrM/Mfhmis=,13,24,female,9,2011-10-24,2017-06-17,2063,20s,2011,10,0
hmXDTmuxjsy2KJNHOBMDmIXUVr9hHea9BlziWRa5u4c=,13,37,male,9,2008-01-18,2017-07-11,3462,30s,2008,1,4
wsGrh6PeWZ7R3Uu2Z6ia6Y1VjAv7rJahzH69lNkDRGU=,22,33,male,7,2011-05-31,2017-09-17,2301,30s,2011,5,1
nNDrSdH96ujJ+MBmvQ2v7qmVAM6VrHpTh6xAh2I5Vfg=,22,21,male,3,2015-06-09,2018-03-27,1022,20s,2015,6,1
lyyEz2p7AEEvU4a1xdlk7P8foomLKPRvaZBX0Mt7iu0=,1,24,unknown,4,2016-09-11,2018-03-20,555,20s,2016,9,6
aVCwOPG98ANv4w6tDB0td0wj8cjbq1cYZkSYeJw3Tuo=,12,32,male,7,2010-12-19,2017-09-13,2460,30s,2010,12,6
yQSsXMRQULbN+Rc61RSQCN55eAuS50LL6lRR4oNeiIU=,5,28,male,7,2016-02-15,2017-09-14,577,20s,2016,2,0
vuCZvScW6sDlmiti7TlLHqY3dZ4tXGgqRT/0lZ0M0BM=,5,52,female,3,2015-12-02,2017-10-07,675,50s,2015,12,2
hO917bXG/1V4YmJuVnAHvfJU49+NEofFrsw8XnhspEw=,1,20,unknown,9,2017-02-10,2018-02-11,366,10s,2017,2,4
X/Nr8dElF5JLulB7oDOHwCH2ntI0bia3S7tK8RQjDh8=,4,25,male,3,2016-01-23,2017-09-20,606,20s,2016,1,5
rJRzNDWSbP2aIHBC4uLn/onUUtukhqrF371AcZCLuTE=,11,25,male,9,2012-07-12,2017-09-01,1877,20s,2012,7,3
p+WIo6CkdUC6KG0jJGMBtLN1pQc4Z3uu1e56ZMb7v/w=,15,29,female,3,2015-08-08,2017-03-29,599,20s,2015,8,5
Zt5Fee78PRPI7i7PNT40VzBDgnjyhz8fyxkrhBWMVu4=,15,35,female,9,2005-03-21,2017-06-12,4466,30s,2005,3,0
pEpFpxyq3HMPhnigrVONiQjDODv55gG1AfvBQIzwNGg=,5,50,female,7,2013-08-20,2018-02-25,1650,40s,2013,8,1
9cCO1uemv0jsiJ8OzYz1WhwIKqWeDdFNgzzVhaAA0a8=,22,26,female,9,2011-12-25,2017-10-04,2110,20s,2011,12,6
J6Kta98tFvdMsEdw2M2iCmFfaAH6mjg2oKjz1fXkSFU=,15,35,male,9,2011-04-13,2017-09-16,2348,30s,2011,4,2
Ik4JJPYrTPJwJk9+mevpaGER6gvWc/KX0PzL9jVdoV0=,13,34,female,3,2013-02-12,2017-09-11,1672,30s,2013,2,1
VSATyq0EVbfsUHyNVd+JLeWs3D56xt//LyQQjC2/On4=,22,17,female,4,2016-12-03,2016-12-06,3,10s,2016,12,5
u/BaXGKEcbsSMbauAd2+knlxWl5Cvo+tzyrq6E8TvXY=,15,19,female,3,2012-06-30,2017-02-13,1689,10s,2012,6,5
THZI2SVFE6pzReEi4uAE5qt7fLONU+YtQkRn4MMXsRE=,13,33,male,7,2011-01-15,2017-09-16,2436,30s,2011,1,5
F7kC34LdFACDLd3EvDo5WxsXSMitbPLJ86ZC4KLt4xs=,13,32,unknown,3,2013-05-21,2018-04-14,1789,30s,2013,5,1
MxF3af8MbiR6KVpRqMTK9Fk+z9QD8qFws9y97SnyL54=,14,21,male,9,2012-05-17,2018-05-03,2177,20s,2012,5,3
2XnXVMaNuF3dal5tnYhsKf8nLkStT7lv3+FabkHn+cg=,22,28,female,3,2012-07-23,2018-03-04,2050,20s,2012,7,0
Q2hPeQQxaN/0+QvPS5rHirR0awx4A1f53sMMzugzgxA=,1,21,male,7,2016-04-08,2017-10-07,547,20s,2016,4,4
i82QSmtDo/Cdpdq8bRpweOcgSviLO3C3/J89MtSWzH8=,13,26,female,9,2014-01-03,2017-09-08,1344,20s,2014,1,4
sv4fMXhcnijeleM2mCy+zbEot4pUDSKQ8F5iODTvoUw=,14,26,male,9,2008-06-01,2018-06-01,3652,20s,2008,6,6
XJmyh4t7MStwvGG6gylrABtAtZwBuBT5koUhk13IbrU=,5,29,female,7,2016-04-02,2017-09-16,532,20s,2016,4,5
/EqSPxVVLRXwZHFLkoM41rcI7rYdtO8vUXYgLCum4QM=,4,17,male,3,2014-11-11,2018-03-12,1217,10s,2014,11,1
JAMX1btSF35pGZTkRdnRgkYl0X296r83/dohjFvr1e4=,15,14,female,3,2013-04-21,2017-09-30,1623,10s,2013,4,6
Wc/qoOJpZqjBar++wXeBFUZGQq/Q3D+vyvcaCWsZxg8=,5,24,male,9,2010-08-18,2017-09-12,2582,20s,2010,8,2
dc4hZ/LOP/kQnulA6CrXHTYzR+YkH4K7OEo6YD6suUg=,13,17,male,4,2015-10-19,2018-01-16,820,10s,2015,10,0
9UP/N+F3XB1PBXKL1cR87yqe0XeYRNuxGZgG2VtneuI=,13,35,male,9,2010-12-11,2018-02-11,2619,30s,2010,12,5
jsdl15wWQxlxaCtknTPdeOWAM4SCyGlIo7Ly1ci5k8c=,14,23,female,7,2014-09-29,2017-09-15,1082,20s,2014,9,0
VnPdYHPEYdnAJAIjQcOyQkxsWTw2N+OBdlEU6UDWXjs=,15,34,female,9,2015-09-17,2018-06-18,1005,30s,2015,9,3
om8hhIcsHIt5KkoO8yLFuyzXm9efAFC+7i/tBfhGqfY=,13,30,female,9,2014-05-04,2017-07-10,1163,20s,2014,5,6
WwN3xQomt9qU+Mw/V45Cst0cMMX0WtCo/MJv+p9t9cw=,6,16,female,4,2016-08-30,2017-08-12,347,10s,2016,8,1
jQDhTfA9hTHF5CuJIt83iemQBJDxAQ7xeI81j58RHDs=,1,30,female,4,2016-08-05,2016-11-16,103,20s,2016,8,4
V0DtzjTYQ5XdWuz3mQpxqBwHNgpxEYiHUMX9xsknldg=,10,23,female,7,2017-02-22,2017-09-21,211,20s,2017,2,2
OcF/3GZaWYwZ9vjvcgNhFrkLQkGhVuN0k4rJNU7rEGE=,5,36,female,7,2010-12-08,2017-09-16,2474,30s,2010,12,2
gyRonj9ero04sA22135bwQ/Hd+4GuznZZFngpDvt4gg=,15,32,male,9,2011-04-19,2017-10-22,2378,30s,2011,4,1
8MjEnr2AcX+u84+OwwhH8QJCM1Nm+2OUVZ8wddvtNYo=,15,40,male,4,2016-06-18,2016-06-21,3,30s,2016,6,5
GD0vPKdicBrt6avlYDZGEiX6B0gnVP2lxgH0bVqfrds=,4,18,female,7,2014-12-04,2016-10-30,696,10s,2014,12,3
JLuxolwK1c1/9/0wnjyh2qOpdY+8XRnpm11FuA3XGsM=,5,27,female,4,2015-11-15,2017-09-13,668,20s,2015,11,6
x7EdLM3JkfrZ5v2gUCqvoHE3X58C4CWQYljqH31IGck=,6,27,female,9,2009-01-24,2017-09-30,3171,20s,2009,1,5
WkVVVC7Wk/xw0zGuA6VwPl27vVUjWBe5mZQBlvMxrVI=,22,30,male,9,2014-11-30,2017-09-30,1035,20s,2014,11,6
LIdwwo4enCOuVjc/gTabhSQRNjyUjEGwHsVR+QGqbw0=,13,30,female,9,2013-11-13,2017-11-12,1460,20s,2013,11,2
kBr5MdiKfdtSCGrLJw65RM1WiwUmdZoUWcKYu24wu70=,13,43,male,9,2007-03-28,2017-03-30,3655,40s,2007,3,2
OesnHCNCipP7i9aoM+yebPpkItarindfAnEnBB79xB0=,5,45,male,9,2010-12-29,2014-06-04,1253,40s,2010,12,2
yrQ04QShNFus2ciyCYHWwPJSiRUQkV3jDnZgUsx2WuY=,13,33,female,3,2013-12-01,2017-10-03,1402,30s,2013,12,6
BjZ+qxIhx0nS/OgUrelfGXyFXvwLsLRYQseZ730suv8=,15,30,male,9,2011-11-19,2017-11-30,2203,20s,2011,11,5
q+003+jAP5CJQo9qtbsZNOsK+3Sgt21bGM7gT5zgSN8=,21,26,female,4,2015-12-29,2016-06-24,178,20s,2015,12,1
c91f+JjWNCfFKsu1wMy21P7HJpeHTWXwbeSiBm+RV5g=,16,41,female,9,2011-03-06,2011-03-07,1,40s,2011,3,6
9Ej7kMfQH3+hMVBHko5Q4hlaBYFt8vYZLqxIJdKZ+4g=,14,42,female,7,2014-08-02,2016-12-31,882,40s,2014,8,5
7lXXPZLRbAPWE5ILi2BFQVEhYzPz9cwNvuzIVCuHfZY=,14,31,female,9,2015-08-28,2017-11-27,822,30s,2015,8,4
aAPlPzCIkvfLBcXuTQoLMZGjj0Wf8lTbhK8dXc0Vdq0=,13,17,male,3,2013-09-27,2017-09-20,1454,10s,2013,9,4
i7h6vsJdYrmdVVCnqgdfd9rszy1nd3k9YHdl6kbk0PE=,10,25,female,9,2016-10-27,2018-03-13,502,20s,2016,10,3
52i6ygHaFBbJ8Bux47SnAeyA7SaryBm963d60X56Hj4=,15,23,female,3,2013-12-17,2017-09-09,1362,20s,2013,12,1
d072aDitbTNm0P8RKc9S/+1/+gsUlRCXMkHT9B407r4=,5,32,female,9,2009-08-18,2018-04-03,3150,30s,2009,8,1
w+m14dBcohgz7ioOYpFB5PFSG3IA2krkym9vR3GOgIk=,21,23,female,9,2013-10-30,2017-07-27,1366,20s,2013,10,2
fRZ/VQ6Z5J/BC5cdloUtDGaowrnvZcG8Ai6ot893eh0=,5,20,female,3,2013-11-28,2017-08-18,1359,10s,2013,11,3
gKAEdkuiSBW+N/++xis1343J27FHjNZBZ2JGG6Hhuiw=,5,17,male,4,2015-10-09,2018-03-13,886,10s,2015,10,4
l1C74geWZT42OyDwszssBmhCt1Ks7RTWVywFOkWwa3E=,11,17,male,3,2016-10-30,2017-08-28,302,10s,2016,10,6
TvjXpGHw4z8vt6UN0/kgLnE47b9wlNVluI+chX+p+pc=,15,20,male,4,2016-12-21,2016-12-25,4,10s,2016,12,2
mHgO3YGICiAfZoWB8SXyfzu3v5hUfROV7+XL1srmOck=,22,17,male,4,2015-10-28,2016-04-02,157,10s,2015,10,2
q+MNlvZMi0TCPReNDNpzWaGAi4NIkzVJUcSVFBG9SD4=,3,28,male,3,2012-08-01,2017-10-06,1892,20s,2012,8,2
wsRg8budKJad2YA7eYWljB8RHrP4FZbDbRkwwN+6T4o=,11,22,male,9,2011-04-30,2017-06-15,2238,20s,2011,4,5
t/D/OAsmcKova+Dnn6II3pWuLFCH9ZuBr+SUoOTTWI4=,15,20,male,7,2015-07-21,2017-09-21,793,10s,2015,7,1
dTtHtVvasqP8iK0WfJBMqF74f+vlbAGKiq1p03iimBo=,4,24,female,7,2010-09-20,2017-07-26,2501,20s,2010,9,0
xweT0IRVvzFfACTrfcEJopiWwLoFOMZr4EuWdm+NdPM=,13,30,male,3,2015-06-14,2018-01-15,946,20s,2015,6,6
n4y82Ocxfa7CiYARWtOPfqweocvBkh9oerW0+z+Gy+4=,15,47,unknown,7,2011-03-01,2018-04-07,2594,40s,2011,3,1
9dYZa3fmciKVzpkxEOxWVkjlcZoBJcIPkKb2eNEDISo=,3,19,male,4,2016-01-10,2017-07-08,545,10s,2016,1,6
N/Fvfb8d+kJS3kouK80mailHEjVjA3wCCFYGs+P692c=,13,27,male,9,2009-11-05,2017-09-20,2876,20s,2009,11,3
/VHVfheZW3IEanFgsb2la4ZSqNkIpOeSg9qUFMPI6Ts=,5,21,female,3,2013-05-06,2017-09-11,1589,20s,2013,5,0
Cexco7xJmBNroGb3q/nuFagNBpkhccCCT5pDMn5H2Gw=,5,36,female,3,2015-05-16,2017-09-21,859,30s,2015,5,5
hiWOTuevow/ctZuR2nkkWTT2xbvacmypyO944vmOPU8=,4,20,female,9,2011-01-08,2017-07-17,2382,10s,2011,1,5
secLpqlLfma0SRZIRBFbd+LTDz6kW8hFn/SsLMRRg9M=,5,33,female,9,2006-08-28,2017-09-30,4051,30s,2006,8,0
8nh2kLtJgupLij8k3d/P+gI5EZIL7aHul3dk/wMrkvE=,4,20,female,9,2011-02-09,2017-05-13,2285,10s,2011,2,2
PFiVDtsJ1bAWl98yUXG9xRWn+zcKhtSDq/IVI9ytYRs=,13,19,male,3,2015-02-16,2017-10-25,982,10s,2015,2,0
yGSkdDQnWlj4TR+0+s4R2d/vEZpgVyPWz9QiYcrGXLM=,4,34,male,9,2005-09-17,2017-09-09,4375,30s,2005,9,5
OKFw4RcnfCaIQlKXOBF7goKXQLFr2lyZcJNGqAMRGN8=,13,17,male,3,2015-02-06,2017-10-02,969,10s,2015,2,4
Ubvy10B61+1rQVsLLx44nWY5kgn5RIluaeMvyIIabJg=,21,27,male,9,2004-10-17,2016-12-27,4454,20s,2004,10,6
Qgdq6h32IO3xX65B57vX6Nguz+/u8ikOA2i7R636b1k=,4,20,female,9,2015-10-31,2017-07-07,615,10s,2015,10,5
WHiYhPMRf+gazETte+DytJngUEP67yUG+MA28vEeumA=,5,45,male,7,2016-01-16,2017-10-04,627,40s,2016,1,5
7Ela1VeZKjJOmFpJsF8Uyds2NfE1Te5c9Nb7rhYexv8=,1,44,male,3,2015-08-15,2017-03-19,582,40s,2015,8,5
T8fMToWOKr7O6kCJbpczG8twnhTjLKovkrCrXDMif48=,6,30,unknown,7,2011-06-03,2017-10-04,2315,20s,2011,6,4
OJ7SYgkCRIeGuxLgE5QkhEp2NaSmHGnVMopADL8e+vc=,1,19,female,3,2015-07-06,2017-06-12,707,10s,2015,7,0
Meb+AAr0YMg5qNW/7qoaCGg7V3X9RKFNbabC/VEGI/8=,12,18,male,9,2007-07-08,2017-09-30,3737,10s,2007,7,6
dBLxoEcHPe+s2YR/fVIXpTMtw+D+ji9Vjz3u/FSE3fo=,13,39,male,9,2006-09-29,2017-09-30,4019,30s,2006,9,4
84UEXXMyUOedKIFpHKx2QZAzcmSyECmC29IpGASUUjQ=,12,25,female,3,2013-12-15,2017-11-05,1421,20s,2013,12,6
Xb7tSGxicbxfEt9Sz8RFOBzpVYOwG4R1YpcAdRT0weg=,22,29,female,3,2013-04-27,2017-10-03,1620,20s,2013,4,5
09BjqeVYQibXxQ8YF67wjqJnxr/kanU2rhiu4Ft6AZQ=,14,40,female,9,2011-09-28,2018-03-25,2370,30s,2011,9,2
0J7uOzRaNPBMmPPdK4GY50xsLl1M1rkIVYWjHVVHg4M=,5,27,male,3,2015-09-09,2017-09-20,742,20s,2015,9,2
BJ0hzGvJdLe7fk3bBaXa693primsL9DLf0WDkF17X3M=,13,20,female,9,2010-02-11,2018-10-03,3156,10s,2010,2,3
X3gJQOKJrEvI9wwVW/4K4wTJVdnjvPUoDTJwUmz3/k0=,5,27,male,9,2006-08-15,2017-09-16,4050,20s,2006,8,1
unnHNm4G60RQTxYC/NoXalFo5rq4j8Kt5x9YLwCYZx0=,5,47,female,9,2015-09-07,2018-02-05,882,40s,2015,9,0
SgGHR//r9G4ca2S2IfvJ4olNzr2fb/fRymu4352Qc90=,22,32,female,9,2015-05-24,2017-09-26,856,30s,2015,5,6
l4CG5HCU2f2WHOyE+oXGXUwixdaXx61eWTKll2GJqRw=,22,31,female,9,2004-07-16,2017-10-01,4825,30s,2004,7,4
7MPEF+sbbtx8SoWR7qDuoft0/dI4/ateukc2xpW8AVg=,13,30,male,3,2013-07-05,2017-09-16,1534,20s,2013,7,4
tIcem7IQQoH2zPE88vqaoKZeN2vrIStU+nt06leGBCc=,15,39,male,9,2007-05-01,2017-06-01,3684,30s,2007,5,1
cCXArnzSSO6gfkbwA4eAbcyOArXf/9pFVyeDRvUfkNw=,5,31,unknown,9,2015-03-26,2017-06-16,813,30s,2015,3,3
svpqxab3CdB/fVc3pcFDDJQdjv6GCJTxnn8U+25fzyc=,22,23,female,9,2015-10-03,2017-09-07,705,20s,2015,10,5
CralH4mhYXjKT4aWQqHxPdimlD0l28mxxe9qEsjTozw=,7,27,male,7,2014-01-16,2017-09-19,1342,20s,2014,1,3
P6gkueggxjUW9conw2TYddvaD0Js+vLTqHSF1ck1t1Q=,4,51,male,9,2008-09-20,2016-11-22,2985,50s,2008,9,5
sSD7fi0Z5RiYgKB/UuupqIePPSes3eI1iZP9ctUstI8=,6,28,male,7,2013-12-08,2017-09-12,1374,20s,2013,12,6
jIa67T6fqY8yApVboqUC7vWcZv3hCyURII5UihRJWLI=,21,23,female,4,2016-12-24,2017-07-09,197,20s,2016,12,5
kshqrIQnrMWU90sIycPjgoCuFJJtuOxiFVFP3MJ2SUc=,13,31,female,3,2014-10-26,2017-09-08,1048,30s,2014,10,6
IIDagiW4bm89eBK9qCEn/9AWQR4I4FPerkHo6URu/Rs=,1,15,male,3,2016-08-15,2016-09-05,21,10s,2016,8,0
2TkX5DYOd1EL85J/QKyQOCdLOBGRd8j1s0FNIWxbIn8=,6,23,male,7,2015-10-15,2017-09-22,708,20s,2015,10,3
/IbGZaeWC0NEGy22bWPVTosJfJX+LR+5cqi/Blu0rNU=,4,39,male,4,2016-11-07,2016-11-16,9,30s,2016,11,0
bgTAF9g0E/GtTULUJqioItfvqLBkDr1DxsT8PiDMZ7s=,6,25,male,9,2012-10-14,2018-03-08,1971,20s,2012,10,6
2yBzq7nUBV99ankkp7O46elZikHVB5BvqHcr2Lzetlc=,5,22,male,3,2012-09-22,2018-07-01,2108,20s,2012,9,5
P52wjJ6H3+cS1EY0ALzRG9WDwm9pqKsE0CYSkzcjgqU=,22,19,female,3,2014-05-30,2014-06-06,7,10s,2014,5,4
wQt/pYisvJ0m/JEbTMkENwnroZRP08kFTT4O2KHQ/tI=,12,37,male,7,2014-06-24,2017-09-27,1191,30s,2014,6,1
jY7qU2C2WyGFtg7e3L3NIsJKyvgip+U4xJKsR5S4jgU=,13,28,female,9,2014-05-10,2017-10-18,1257,20s,2014,5,5
WrmGS9tbHeqxk0MsEHWAsOGdA7/o5QuMT/zAmImvEe8=,15,21,female,9,2010-12-06,2017-09-13,2473,20s,2010,12,0
xZGEN1UTAJl6Rv0Tu22tcZ+ODEfFnE8k7wDPQ6AHMSw=,13,32,male,9,2011-01-11,2017-10-14,2468,30s,2011,1,1
M+vZ8e7dHzPre3wOG85bHclOJn9bMXDaaucFRj8vYek=,21,27,male,3,2017-01-31,2017-02-03,3,20s,2017,1,1
4BnC6f7+2zTJZPNhlaXJzdcP4Mwc3gDeRIhK9tyDKrs=,13,19,unknown,4,2016-10-02,2017-06-04,245,10s,2016,10,6
TayK7RKB++KwB2u0Ix3oXhhsHnL43eQszdPoBg1SEJ0=,22,16,female,3,2016-11-02,2016-11-23,21,10s,2016,11,2
u/1D6SpWgzPntm0Y7V7LyaoZppwAkpe8NHwjjzSUM3A=,13,24,female,9,2015-07-04,2017-09-30,819,20s,2015,7,5
RiPGYRVxjQdvdyS98c2nG+e9OtWs2ygN7INDaUtM3f4=,9,38,male,9,2011-01-07,2017-10-09,2467,30s,2011,1,4
OQETl5Q5IPdUqV9T2SVpjinqsr2nDCHZ47vuPS3FU5c=,8,31,male,9,2015-03-22,2017-12-30,1014,30s,2015,3,6
W5/Zf2XBU+3wkx81edpZMHev/NNgy6JujZ3nR/A+euo=,4,30,male,9,2012-07-06,2017-10-06,1918,20s,2012,7,4
focu0c+NZQyDAIudXy6N18PnzDPH9FRwYNIaAVpyuRw=,15,22,male,9,2011-03-20,2017-11-27,2444,20s,2011,3,6
5JWtYIQxYDqFWKs+KHFVJJl/QsXH+PGhaBcntgwRYZs=,13,38,male,9,2015-08-02,2017-09-30,790,30s,2015,8,6
adgjWp4ETFqPSkSOUVpxx+VRdHQu3gpmaCYKiw4dL2c=,4,18,male,3,2014-11-07,2015-11-13,371,10s,2014,11,4
p6DWB6PXxMv7W+Umg6QktEy5KvR+j2Hd8rkqD1R6j/M=,15,48,male,9,2009-08-08,2017-09-14,2959,40s,2009,8,5
Y8oD8neavZsyzHh9BwxFFknbrOtgWe2ps8b7JGwf7OM=,4,29,female,3,2014-03-06,2017-09-16,1290,20s,2014,3,3
f1ZM8WV57G4PgbNrVGFQh570+E47gRYdx+FgDGyDmK8=,13,34,unknown,7,2014-04-09,2017-09-08,1248,30s,2014,4,2
z26kuvcQdoQStA/i/XFygGegLqqpOOlbfJZD+y149ts=,5,23,female,7,2011-07-20,2017-09-18,2252,20s,2011,7,2
H8tUiTG6N5LSnpiBK3UNWtjG27anCGSQNEvMSNDgjTY=,6,24,female,9,2013-02-17,2017-06-11,1575,20s,2013,2,6
5EVtwliFW5a/TsTvkheKQpWYCOvXQq36D6v8zCUXr7o=,13,23,male,3,2012-12-04,2017-06-09,1648,20s,2012,12,1
8VK97sePYlsMnSAOHuVn0+4Kb2ig9m1yNXrgIinpzX0=,5,18,female,9,2010-11-07,2018-03-22,2692,10s,2010,11,6
DcZo/r/+3ZUIXH7jDW3mpdyAXQMd/i6WB4HAEzzte+w=,17,41,unknown,7,2010-05-06,2017-04-05,2526,40s,2010,5,3
NS3mfWA2Y2duu/MEOx/2ULcC7Unnlx+S5uB3Tlk37SI=,15,34,male,7,2014-02-17,2017-09-16,1307,30s,2014,2,0
L+xclvhFqZWh3NJP7kFtKycUPSE532kRdv0pkTUCHjc=,5,39,female,4,2016-09-03,2017-10-04,396,30s,2016,9,5
zmqdDKdit862Kb/RDHORQfX1OrhYTfktfGHULBXOXHA=,22,28,male,7,2014-04-18,2017-10-04,1265,20s,2014,4,4
kcVbNl6G1AdX6zLhjMoOC7czpqz3MScU8hu+vSxNpRc=,13,32,male,3,2013-01-28,2017-08-12,1657,30s,2013,1,0
oDsWc8Fx/Kp89nbeFUyJ8FQmT5sUtkygvrAXOwkE9/0=,5,23,female,9,2012-10-25,2017-09-26,1797,20s,2012,10,3
0AqC+b/Nbagl7WdQPzh9uJzOMR8P9cjK1riIXsrL8Ak=,5,22,male,9,2010-04-25,2017-09-30,2715,20s,2010,4,6
0icxYQ4tZfsqhqI95hLEcTAkGIhKYvbHaHM+htvXx0Q=,6,42,female,9,2012-01-18,2017-09-10,2062,40s,2012,1,2
bctgpN5BK3r7Pprlu+vGNzrszOx5LKYKb1iAlaBqp3Y=,13,28,male,9,2011-06-27,2017-09-26,2283,20s,2011,6,0
CJlVUObehLZLOPSSg5kBmbHdcluDi3XskY1JlpTOerc=,14,32,female,9,2010-12-20,2017-09-30,2476,30s,2010,12,0
8+by/YL6FBX8zbC+rm8qTuFLcHzZNIDHmH6Tx+OpLmo=,15,27,female,7,2012-08-29,2017-05-24,1729,20s,2012,8,2
bGzbx5P7SziiD0+O3Xq+laa9avjS5oH5NP+h53OzR6E=,13,28,female,9,2013-08-15,2018-08-20,1831,20s,2013,8,3
gdoq8u9cq4HqrtMYteW34gFDjH8HFBqojHyRUuryUTw=,4,26,female,7,2014-09-29,2017-09-30,1097,20s,2014,9,0
J5Y86KV+PvfIrD8zd9ljUB1+/cOxJ61rPYRc/tj9KKw=,9,25,male,7,2012-01-12,2017-10-02,2090,20s,2012,1,3
rxWzXIwOLn7fGRAkDENBDbEWtzPKCyqkzsRMgWgj4DM=,22,21,male,3,2015-07-10,2017-11-11,855,20s,2015,7,4
2DKL48lIg0rw8pprx2D7UtHOlb7hwAnd3hT6JX8il8c=,5,47,female,4,2016-08-04,2017-06-15,315,40s,2016,8,3
sPeiFoYyUBENbREPIeT/z/2OEvyntLt7A0XupmMFFk0=,13,19,male,4,2016-09-16,2017-07-17,304,10s,2016,9,4
bKcfnFadtHlBRKKS2mk2He4Uj7SKtpDrwzxN9pRlEdw=,13,29,male,3,2013-01-13,2018-09-09,2065,20s,2013,1,6
7Ufso2/kfKOQuMCZl1UMyYL2Xu9uZwseNCPeYbqbuHY=,13,27,female,9,2011-07-15,2017-10-02,2271,20s,2011,7,4
nVj6Bbg5I8JAy9oKUGr34VqF5kwqgDOKUVTZMBwa1Fw=,12,23,female,9,2008-06-14,2008-06-15,1,20s,2008,6,5
TKdR36mVwG44RAjkZEsi2X9MC2rPi/ATjT9UVq/yqok=,9,32,female,7,2011-07-13,2017-10-03,2274,30s,2011,7,2
OXdeskK/hMlsg/zPBOJ3O4I+lD18OgARwAHZg/8Gbbc=,13,18,male,3,2014-10-11,2017-09-17,1072,10s,2014,10,5
CC0GF8erST7MA/I+Tdzz/xX+w4tDWKUaQWfSMhyXPp0=,13,28,male,3,2014-08-15,2018-03-16,1309,20s,2014,8,4
RDWScHselj+nU6qz6rFwI2QsUDVT6wFyKskN9khdvKI=,12,28,male,3,2014-01-21,2017-09-16,1334,20s,2014,1,1
A6vC2Cakn1k1FHsm5o/YgM1iJA4tDCkRTwrH4RseBt4=,4,18,female,9,2014-09-10,2018-02-09,1248,10s,2014,9,2
u+fsc3UtorWEoF6KjbmoW+15p7IFv6i0KMwSzEon1ZY=,5,40,male,9,2009-01-24,2017-10-29,3200,30s,2009,1,5
2N1SQkE048M8Ln3xEfV6bIHengqJ4+uWEfCetS2UmOE=,4,21,male,3,2015-12-12,2017-08-10,607,20s,2015,12,5
3h58R70RqtOchbamQnyBz9dmQ/1RcOkjzNlDPp32ha8=,5,31,female,9,2007-06-09,2017-10-25,3791,30s,2007,6,5
1Q3ys3ViC5tZedOm6Wh+rNvtUPRb9Wuw/izcDcaSn1U=,4,19,male,9,2012-01-18,2017-11-17,2130,10s,2012,1,2
UzqfEVVyDl7A7soCH4wmGvTKyNM08SuFbyyPOUGixhE=,22,33,female,9,2006-03-03,2017-06-13,4120,30s,2006,3,4
142hhtsN60iEj6boG7o6IJSVJSdqcgmH1kri8r33j2A=,14,25,female,7,2015-07-04,2017-08-20,778,20s,2015,7,5
2FZtALktT96a0Cic8cLBto6/0+g0dO9i+4nT7eCv2DU=,6,27,female,9,2007-12-12,2017-05-05,3432,20s,2007,12,2
7RqBg2KQMrERfIr2g71UnxGESIXvdXDFlJvKcsSishY=,15,32,male,3,2015-04-03,2017-09-10,891,30s,2015,4,4
vvCb86TfQkI3+VdkUhEbmKl82pjYPkSTsZU1cj9TLKY=,4,19,female,3,2012-06-02,2017-06-09,1833,10s,2012,6,5
3SkG3nWUh6IX3twT8dIZR732d/ZV6dXm8Rkk3qPXtcw=,4,25,female,7,2013-04-11,2017-08-16,1588,20s,2013,4,3
eNeDFq4QtH9KrXI+oApf4krJbAn7tor6mppQnwPVVcg=,1,30,male,4,2017-01-28,2017-08-10,194,20s,2017,1,5
KFF4HUp1K3uCpZ5rCLVfmtOfs7fwCU8rBQ1j1OuBYpA=,15,30,male,3,2016-08-18,2016-08-21,3,20s,2016,8,3
qz5XGps8KTPn/V44W6+hfv8hM/a8yo2KoxFFosKUcco=,4,26,female,3,2017-02-01,2017-02-04,3,20s,2017,2,2
IRsKGehoF/c6AuEVT8iCPji+k7rKkNKpfBkkCSZ0GDo=,5,43,female,9,2010-08-07,2017-09-14,2595,40s,2010,8,5
nHUrNMEUQmNf9UMWpMD1FD3LW1wajNajYur//nDqOgk=,14,20,male,3,2013-10-03,2017-10-02,1460,10s,2013,10,3
PQ34i0acipNW1tcM5bnH6HwyFamK3Vigs09nk0r82HE=,5,33,male,3,2013-04-11,2018-01-28,1753,30s,2013,4,3
nm1lOFCHA/J+eXOpFpa8ehJLwlTcPxy6xVLM7ATm9Uw=,22,23,male,3,2016-06-26,2016-06-29,3,20s,2016,6,6
ivMxqCQGoerQZvmC3cYPC6htbgC+P+k6vXzD5of195I=,4,25,male,3,2014-06-30,2017-10-03,1191,20s,2014,6,0
PFnOglVdTe9VaXYWoaWxH3zVVx78Z0RqAxDvvqhuX2I=,13,35,female,9,2010-08-10,2017-09-14,2592,30s,2010,8,1
sGUeSoO4Tz0U6vtTmYc+BO4gHEVEt9Rtcu1qZR+XNl8=,5,36,male,9,2006-11-18,2017-08-31,3939,30s,2006,11,5
ca3hBGdngk8wkpCEF9rsA+Y0E/JlOFDsZTAUFdndykI=,22,25,male,9,2009-07-06,2017-10-29,3037,20s,2009,7,0
